"Function / Call Stack","CPU Time","Instructions Retired","Microarchitecture Usage","Module","Function (Full)","Source File","Start Address"
"func@0x1402e5164","0","0","0.166667","atc.sys","func@0x1402e5164","[Unknown]","0x1402e5164"
"func@0x1405a7ab0","0","0","0.25","atc.sys","func@0x1405a7ab0","[Unknown]","0x1405a7ab0"
"func@0x14032ae30","0","0","0.25","ntoskrnl.exe","func@0x14032ae30","[Unknown]","0x14032ae30"
"func@0x1405a77e0","0","1075200","","atc.sys","func@0x1405a77e0","[Unknown]","0x1405a77e0"
"func@0x1402e4200","0","537600","0","atc.sys","func@0x1402e4200","[Unknown]","0x1402e4200"
"func@0x1402e4ae0","0","1075200","0.166667","atc.sys","func@0x1402e4ae0","[Unknown]","0x1402e4ae0"
"func@0x1402d78a0","0","0","0.25","atc.sys","func@0x1402d78a0","[Unknown]","0x1402d78a0"
"func@0x140333163","0","537600","0.1","ntoskrnl.exe","func@0x140333163","[Unknown]","0x140333163"
"func@0x1400bbf20","0","0","0.5","atc.sys","func@0x1400bbf20","[Unknown]","0x1400bbf20"
"func@0x1405f06a0","0","0","0.5","atc.sys","func@0x1405f06a0","[Unknown]","0x1405f06a0"
"func@0x14029f65c","0","537600","0.625","ntoskrnl.exe","func@0x14029f65c","[Unknown]","0x14029f65c"
"func@0x1402e5060","0","537600","0.5","atc.sys","func@0x1402e5060","[Unknown]","0x1402e5060"
"func@0x1402feccf","0","0","1","ntoskrnl.exe","func@0x1402feccf","[Unknown]","0x1402feccf"
"func@0x1405f07a0","0","537600","0","atc.sys","func@0x1405f07a0","[Unknown]","0x1405f07a0"
"func@0x1402506ec","0","0","0.5","ntoskrnl.exe","func@0x1402506ec","[Unknown]","0x1402506ec"
"func@0x140414140","0","0","0.5","atc.sys","func@0x140414140","[Unknown]","0x140414140"
"func@0x1405df32c","0","537600","0.166667","ntoskrnl.exe","func@0x1405df32c","[Unknown]","0x1405df32c"
"func@0x140282a80","0","537600","0","ntoskrnl.exe","func@0x140282a80","[Unknown]","0x140282a80"
"KeCheckProcessorAffinityEx","0","537600","","ntoskrnl.exe","KeCheckProcessorAffinityEx","[Unknown]","0x1403d0fc0"
"func@0x140073060","0","537600","0","atc.sys","func@0x140073060","[Unknown]","0x140073060"
"func@0x1405fb660","0","537600","0.25","atc.sys","func@0x1405fb660","[Unknown]","0x1405fb660"
"func@0x1403f7e20","0","537600","0.5","atc.sys","func@0x1403f7e20","[Unknown]","0x1403f7e20"
"func@0x140844f10","0","537600","1","ntoskrnl.exe","func@0x140844f10","[Unknown]","0x140844f10"
"func@0x140382740","0","0","1","atc.sys","func@0x140382740","[Unknown]","0x140382740"
"func@0x14047da10","0","537600","0","atc.sys","func@0x14047da10","[Unknown]","0x14047da10"
"func@0x1405ee9e0","0","1075200","0.25","atc.sys","func@0x1405ee9e0","[Unknown]","0x1405ee9e0"
"func@0x14020cf20","0","0","0.5","ntoskrnl.exe","func@0x14020cf20","[Unknown]","0x14020cf20"
"func@0x140416040","0","0","0.5","atc.sys","func@0x140416040","[Unknown]","0x140416040"
"func@0x1405db840","0","537600","0","ntoskrnl.exe","func@0x1405db840","[Unknown]","0x1405db840"
"func@0x1400730a0","0","0","0.5","atc.sys","func@0x1400730a0","[Unknown]","0x1400730a0"
"func@0x14040ede0","0","537600","0","atc.sys","func@0x14040ede0","[Unknown]","0x14040ede0"
"func@0x1403af7a0","0","537600","0.5","ntoskrnl.exe","func@0x1403af7a0","[Unknown]","0x1403af7a0"
"func@0x14020c165","0","268800","1","ntoskrnl.exe","func@0x14020c165","[Unknown]","0x14020c165"
"func@0x1404614e0","0","537600","0","atc.sys","func@0x1404614e0","[Unknown]","0x1404614e0"
"func@0x14025ff70","0","537600","0.25","ntoskrnl.exe","func@0x14025ff70","[Unknown]","0x14025ff70"
"func@0x1401c05e0","0","0","0.5","atc.sys","func@0x1401c05e0","[Unknown]","0x1401c05e0"
"func@0x140321f60","0","0","0.625","ntoskrnl.exe","func@0x140321f60","[Unknown]","0x140321f60"
"func@0x1402162a0","0","0","0.5","igdkmdn64.sys","func@0x1402162a0","[Unknown]","0x1402162a0"
"func@0x14024fc30","0","1075200","0.2","ntoskrnl.exe","func@0x14024fc30","[Unknown]","0x14024fc30"
"ExReleaseAutoExpandPushLockShared","0","0","0.5","ntoskrnl.exe","ExReleaseAutoExpandPushLockShared","[Unknown]","0x140283d90"
"func@0x140159230","0","0","0.125","igdkmdn64.sys","func@0x140159230","[Unknown]","0x140159230"
"func@0x140388690","0","4300800","0.875","ntoskrnl.exe","func@0x140388690","[Unknown]","0x140388690"
"func@0x1408489e0","0","0","0.25","ntoskrnl.exe","func@0x1408489e0","[Unknown]","0x1408489e0"
"func@0x1402b8190","0","0","0.5","igdkmdn64.sys","func@0x1402b8190","[Unknown]","0x1402b8190"
"func@0x1406a7250","0","537600","0.733333","ntoskrnl.exe","func@0x1406a7250","[Unknown]","0x1406a7250"
"func@0x140172830","0","0","0.5","igdkmdn64.sys","func@0x140172830","[Unknown]","0x140172830"
"func@0x14043f8f0","0","537600","0","ntoskrnl.exe","func@0x14043f8f0","[Unknown]","0x14043f8f0"
"ExAcquireCacheAwarePushLockSharedEx","0","2688000","0.444444","ntoskrnl.exe","ExAcquireCacheAwarePushLockSharedEx","[Unknown]","0x140314790"
"func@0x140841a30","0","537600","0","ntoskrnl.exe","func@0x140841a30","[Unknown]","0x140841a30"
"RtlCompareUnicodeString","0","537600","","ntoskrnl.exe","RtlCompareUnicodeString","[Unknown]","0x140935050"
"func@0x14035fce0","0","537600","0","ntoskrnl.exe","func@0x14035fce0","[Unknown]","0x14035fce0"
"func@0x14031bf10","0","537600","0","ntoskrnl.exe","func@0x14031bf10","[Unknown]","0x14031bf10"
"func@0x1404eff80","0","2150400","0.444444","ntoskrnl.exe","func@0x1404eff80","[Unknown]","0x1404eff80"
"func@0x14027f970","0","2688000","0.285714","ntoskrnl.exe","func@0x14027f970","[Unknown]","0x14027f970"
"func@0x1402467b0","0","537600","0.5","ntoskrnl.exe","func@0x1402467b0","[Unknown]","0x1402467b0"
"func@0x1402bcb00","0","0","0.25","ntoskrnl.exe","func@0x1402bcb00","[Unknown]","0x1402bcb00"
"func@0x18001a400","0","537600","0.166667","bdhkm64.dll","func@0x18001a400","[Unknown]","0x18001a400"
"func@0x1402068e0","0","0","1","ntoskrnl.exe","func@0x1402068e0","[Unknown]","0x1402068e0"
"func@0x14029d84b","0","537600","0","ntoskrnl.exe","func@0x14029d84b","[Unknown]","0x14029d84b"
"func@0x180019da0","0","0","0.5","atcuf64.dll","func@0x180019da0","[Unknown]","0x180019da0"
"func@0x1408bf1d2","0","537600","0","ntoskrnl.exe","func@0x1408bf1d2","[Unknown]","0x1408bf1d2"
"func@0x180081700","0","537600","0","atcuf64.dll","func@0x180081700","[Unknown]","0x180081700"
"stbiw__putc","0","537600","0","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x140024a13"
"func@0x180020720","0","0","0.125","atcuf64.dll","func@0x180020720","[Unknown]","0x180020720"
"func@0x180020460","0","0","0.166667","atcuf64.dll","func@0x180020460","[Unknown]","0x180020460"
"func@0x180005200","0","1075200","0","bdhkm64.dll","func@0x180005200","[Unknown]","0x180005200"
"func@0x18009cc80","0","537600","1","atcuf64.dll","func@0x18009cc80","[Unknown]","0x18009cc80"
"func@0x14018b8a0","0","537600","0","ntfs.sys","func@0x14018b8a0","[Unknown]","0x14018b8a0"
"func@0x14032ffb0","0","537600","0","ntoskrnl.exe","func@0x14032ffb0","[Unknown]","0x14032ffb0"
"func@0x1403c2aa0","0","0","0.333333","ntoskrnl.exe","func@0x1403c2aa0","[Unknown]","0x1403c2aa0"
"func@0x180002a6e","0","537600","0","bdhkm64.dll","func@0x180002a6e","[Unknown]","0x180002a6e"
"stbiw__putc","0","0","1","kip_sequential_soa_profile.exe","stbiw__putc","stb_image_write.h","0x1400248f6"
"ExReleaseRundownProtectionCacheAware","0","537600","0","ntoskrnl.exe","ExReleaseRundownProtectionCacheAware","[Unknown]","0x14022ab80"
"func@0x140127ac0","0","537600","0","ntfs.sys","func@0x140127ac0","[Unknown]","0x140127ac0"
"func@0x140abcaf0","0","0","0.5","ntoskrnl.exe","func@0x140abcaf0","[Unknown]","0x140abcaf0"
"func@0x180082140","0","537600","0","atcuf64.dll","func@0x180082140","[Unknown]","0x180082140"
"func@0x1401690e0","0","537600","0","ntfs.sys","func@0x1401690e0","[Unknown]","0x1401690e0"
"func@0x180005d60","0","537600","0","bdhkm64.dll","func@0x180005d60","[Unknown]","0x180005d60"
"func@0x180029860","0","0","0.5","bdhkm64.dll","func@0x180029860","[Unknown]","0x180029860"
"func@0x1400e2fb0","0","537600","0","nvlddmkm.sys","func@0x1400e2fb0","[Unknown]","0x1400e2fb0"
"func@0x140282be2","0","1075200","0","ntoskrnl.exe","func@0x140282be2","[Unknown]","0x140282be2"
"func@0x1401564d9","0","0","0.5","ntfs.sys","func@0x1401564d9","[Unknown]","0x1401564d9"
"func@0x140338140","0","537600","0","ntoskrnl.exe","func@0x140338140","[Unknown]","0x140338140"
"func@0x140163890","0","0","0.1","ntfs.sys","func@0x140163890","[Unknown]","0x140163890"
"func@0x1402a0de0","0","537600","0","ntoskrnl.exe","func@0x1402a0de0","[Unknown]","0x1402a0de0"
"TlsGetValue","0","0","0.5","kernel32.dll","TlsGetValue","[Unknown]","0x180084560"
"func@0x140235c30","0","537600","0.25","ntoskrnl.exe","func@0x140235c30","[Unknown]","0x140235c30"
"func@0x1403ce568","0","0","0.125","ntoskrnl.exe","func@0x1403ce568","[Unknown]","0x1403ce568"
"func@0x1402bb880","0","0","0.25","ntoskrnl.exe","func@0x1402bb880","[Unknown]","0x1402bb880"
"func@0x1403b5b80","0","0","0.5","ntoskrnl.exe","func@0x1403b5b80","[Unknown]","0x1403b5b80"
"func@0x1401693d0","0","537600","0","ntfs.sys","func@0x1401693d0","[Unknown]","0x1401693d0"
"func@0x1800401a4","0","537600","0","msvcrt.dll","func@0x1800401a4","[Unknown]","0x1800401a4"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0","537600","","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x140026686"
"func@0x140273eeb","0","1612800","0.0833333","ntfs.sys","func@0x140273eeb","[Unknown]","0x140273eeb"
"[storqosflt.sys]","0","0","0.5","storqosflt.sys","[storqosflt.sys]","[Unknown]","0"
"func@0x140001af3","0","537600","0","luafv.sys","func@0x140001af3","[Unknown]","0x140001af3"
"func@0x1400019b0","0","537600","","luafv.sys","func@0x1400019b0","[Unknown]","0x1400019b0"
"IoGetStackLimits","0","0","0.125","ntoskrnl.exe","IoGetStackLimits","[Unknown]","0x140236ae0"
"func@0x1408a57bd","0","537600","0","ntoskrnl.exe","func@0x1408a57bd","[Unknown]","0x1408a57bd"
"func@0x1405b23c4","0","537600","0","ntoskrnl.exe","func@0x1405b23c4","[Unknown]","0x1405b23c4"
"func@0x140333eb4","0","0","0.125","ntoskrnl.exe","func@0x140333eb4","[Unknown]","0x140333eb4"
"IoGetActivityIdThread","0","537600","0.25","ntoskrnl.exe","IoGetActivityIdThread","[Unknown]","0x1404380b0"
"RtlRbRemoveNode","0","537600","0","ntoskrnl.exe","RtlRbRemoveNode","[Unknown]","0x14035b090"
"RtlUnicodeToMultiByteN","0","537600","0.5","ntdll.dll","RtlUnicodeToMultiByteN","[Unknown]","0x18007ecd0"
"func@0x140328d20","0","0","0.5","ntoskrnl.exe","func@0x140328d20","[Unknown]","0x140328d20"
"func@0x180016650","0","537600","0","ntdll.dll","func@0x180016650","[Unknown]","0x180016650"
"func@0x140140cf6","0","537600","0","ntfs.sys","func@0x140140cf6","[Unknown]","0x140140cf6"
"func@0x140125430","0","1612800","0.166667","ntfs.sys","func@0x140125430","[Unknown]","0x140125430"
"func@0x1402c252c","0","0","0.5","ntoskrnl.exe","func@0x1402c252c","[Unknown]","0x1402c252c"
"func@0x14027ae90","0","537600","0.375","ntoskrnl.exe","func@0x14027ae90","[Unknown]","0x14027ae90"
"func@0x140005d10","0","537600","","ntfs.sys","func@0x140005d10","[Unknown]","0x140005d10"
"RtlAcquireSRWLockExclusive","0","537600","0.3","ntdll.dll","RtlAcquireSRWLockExclusive","[Unknown]","0x18006b6c0"
"func@0x180023d10","0","537600","0","ucrtbase.dll","func@0x180023d10","[Unknown]","0x180023d10"
"func@0x140206e50","0","0","0.5","ntoskrnl.exe","func@0x140206e50","[Unknown]","0x140206e50"
"func@0x140156430","0","537600","0","ntfs.sys","func@0x140156430","[Unknown]","0x140156430"
"func@0x180073bf0","0","537600","","ntdll.dll","func@0x180073bf0","[Unknown]","0x180073bf0"
"func@0x140206290","0","1075200","1","ntoskrnl.exe","func@0x140206290","[Unknown]","0x140206290"
"func@0x14027a90d","0","537600","0.25","ntoskrnl.exe","func@0x14027a90d","[Unknown]","0x14027a90d"
"func@0x1406b75c0","0","0","0.5","ntoskrnl.exe","func@0x1406b75c0","[Unknown]","0x1406b75c0"
"func@0x18000fa00","0","537600","0.5","fltmgr.sys","func@0x18000fa00","[Unknown]","0x18000fa00"
"func@0x140055b00","0","1075200","0","ntfs.sys","func@0x140055b00","[Unknown]","0x140055b00"
"func@0x18000ebc9","0","2150400","0","fltmgr.sys","func@0x18000ebc9","[Unknown]","0x18000ebc9"
"RtlFreeHeap","0","537600","0","ntdll.dll","RtlFreeHeap","[Unknown]","0x1800533f0"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0","0","0.25","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x14002660d"
"func@0x1403089ac","0","0","0.25","ntoskrnl.exe","func@0x1403089ac","[Unknown]","0x1403089ac"
"RtlInitializeCriticalSectionEx","0","537600","0","ntdll.dll","RtlInitializeCriticalSectionEx","[Unknown]","0x180030bc0"
"KeRemoveProcessorAffinityEx","0","1075200","0.5","ntoskrnl.exe","KeRemoveProcessorAffinityEx","[Unknown]","0x1403d1030"
"func@0x1402416e0","0","537600","0","ntoskrnl.exe","func@0x1402416e0","[Unknown]","0x1402416e0"
"func@0x1403918a0","0","537600","0","ntoskrnl.exe","func@0x1403918a0","[Unknown]","0x1403918a0"
"func@0x140298740","0","0","0.5","ntoskrnl.exe","func@0x140298740","[Unknown]","0x140298740"
"func@0x1405d0190","0","0","0.333333","ntoskrnl.exe","func@0x1405d0190","[Unknown]","0x1405d0190"
"[vlflt.sys]","0","537600","0.4","vlflt.sys","[vlflt.sys]","[Unknown]","0"
"func@0x18006de14","0","537600","0","ntdll.dll","func@0x18006de14","[Unknown]","0x18006de14"
"func@0x140279a00","0","537600","0","ntoskrnl.exe","func@0x140279a00","[Unknown]","0x140279a00"
"func@0x180070150","0","0","0.5","ntdll.dll","func@0x180070150","[Unknown]","0x180070150"
"func@0x14027aa10","0","0","0.125","ntoskrnl.exe","func@0x14027aa10","[Unknown]","0x14027aa10"
"func@0x1402c6f68","0","0","0.5","ntoskrnl.exe","func@0x1402c6f68","[Unknown]","0x1402c6f68"
"KeAcquireSpinLockRaiseToDpc","0","0","0.25","ntoskrnl.exe","KeAcquireSpinLockRaiseToDpc","[Unknown]","0x14027a8c0"
"func@0x1406b6883","0","0","0.5","ntoskrnl.exe","func@0x1406b6883","[Unknown]","0x1406b6883"
"func@0x14015bde0","0","537600","0","vlflt.sys","func@0x14015bde0","[Unknown]","0x14015bde0"
"func@0x1404e5b78","0","0","0.5","ntoskrnl.exe","func@0x1404e5b78","[Unknown]","0x1404e5b78"
"FltGetRequestorProcessIdEx","0","0","0.5","fltmgr.sys","FltGetRequestorProcessIdEx","[Unknown]","0x180012170"
"func@0x1402a1ad0","0","537600","0","ntoskrnl.exe","func@0x1402a1ad0","[Unknown]","0x1402a1ad0"
"func@0x1406abc60","0","537600","0","ntoskrnl.exe","func@0x1406abc60","[Unknown]","0x1406abc60"
"KeFindFirstSetRightAffinityEx","0","1075200","0","ntoskrnl.exe","KeFindFirstSetRightAffinityEx","[Unknown]","0x1403205f0"
"func@0x14022ac60","0","0","0.166667","ntoskrnl.exe","func@0x14022ac60","[Unknown]","0x14022ac60"
"func@0x140204780","0","1075200","0.25","ntoskrnl.exe","func@0x140204780","[Unknown]","0x140204780"
"func@0x1403e7f81","0","537600","0","ntoskrnl.exe","func@0x1403e7f81","[Unknown]","0x1403e7f81"
"KeReleaseInStackQueuedSpinLock","0","0","0.25","ntoskrnl.exe","KeReleaseInStackQueuedSpinLock","[Unknown]","0x14022aa70"
"func@0x1403acc72","0","537600","0","ntoskrnl.exe","func@0x1403acc72","[Unknown]","0x1403acc72"
"func@0x140034b31","0","0","0.166667","dxgmms2.sys","func@0x140034b31","[Unknown]","0x140034b31"
"KfRaiseIrql","0","1075200","0","ntoskrnl.exe","KfRaiseIrql","[Unknown]","0x1403f9ac0"
"func@0x140323720","0","0","0.5","ntoskrnl.exe","func@0x140323720","[Unknown]","0x140323720"
"func@0x14014b0c0","0","537600","0","vlflt.sys","func@0x14014b0c0","[Unknown]","0x14014b0c0"
"func@0x14027bb79","0","537600","0.166667","ntoskrnl.exe","func@0x14027bb79","[Unknown]","0x14027bb79"
"func@0x14029b041","0","537600","0","ntoskrnl.exe","func@0x14029b041","[Unknown]","0x14029b041"
"std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","0","537600","1","kip_sequential_soa_profile.exe","std::vector<unsigned char,std::allocator<unsigned char> >::operator[]","vector","0x140026716"
"func@0x140236e90","0","537600","0","ntoskrnl.exe","func@0x140236e90","[Unknown]","0x140236e90"
"func@0x140320594","0","537600","0","ntoskrnl.exe","func@0x140320594","[Unknown]","0x140320594"
"func@0x140343d40","0","537600","0","ntoskrnl.exe","func@0x140343d40","[Unknown]","0x140343d40"
"func@0x140030480","0","537600","0","dxgkrnl.sys","func@0x140030480","[Unknown]","0x140030480"
"func@0x140220f80","0","0","0.166667","ntoskrnl.exe","func@0x140220f80","[Unknown]","0x140220f80"
"func@0x1400080b0","0","0","0.1","dxgmms2.sys","func@0x1400080b0","[Unknown]","0x1400080b0"
"KeReleaseSpinLock","0","1075200","0.125","ntoskrnl.exe","KeReleaseSpinLock","[Unknown]","0x140273ad0"
"func@0x18001bda0","0","537600","0","ucrtbase.dll","func@0x18001bda0","[Unknown]","0x18001bda0"
"func@0x1405b2418","0","0","0.5","ntoskrnl.exe","func@0x1405b2418","[Unknown]","0x1405b2418"
"func@0x14047a36c","0","537600","0","ntoskrnl.exe","func@0x14047a36c","[Unknown]","0x14047a36c"
"func@0x1402c01e0","0","0","0.5","ntoskrnl.exe","func@0x1402c01e0","[Unknown]","0x1402c01e0"
"func@0x1402c6d0d","0","537600","0","ntoskrnl.exe","func@0x1402c6d0d","[Unknown]","0x1402c6d0d"
"func@0x1403671a2","0","0","0.25","ntoskrnl.exe","func@0x1403671a2","[Unknown]","0x1403671a2"
"func@0x140036850","0","537600","0","vlflt.sys","func@0x140036850","[Unknown]","0x140036850"
"func@0x1403091f7","0","537600","0","ntoskrnl.exe","func@0x1403091f7","[Unknown]","0x1403091f7"
"func@0x1403adcc0","0","537600","0","ntoskrnl.exe","func@0x1403adcc0","[Unknown]","0x1403adcc0"
"func@0x14032214d","0","0","0.25","ntoskrnl.exe","func@0x14032214d","[Unknown]","0x14032214d"
"ExAcquireRundownProtection","0","1612800","0.5","ntoskrnl.exe","ExAcquireRundownProtection","[Unknown]","0x1402eb890"
"func@0x180043630","0","537600","0","ntdll.dll","func@0x180043630","[Unknown]","0x180043630"
"func@0x18000eb10","0","537600","0","ntdll.dll","func@0x18000eb10","[Unknown]","0x18000eb10"
"func@0x18000d620","0","1075200","0","fltmgr.sys","func@0x18000d620","[Unknown]","0x18000d620"
"func@0x1402a8478","0","0","0.5","ntoskrnl.exe","func@0x1402a8478","[Unknown]","0x1402a8478"
"func@0x14022aac3","0","537600","0","ntoskrnl.exe","func@0x14022aac3","[Unknown]","0x14022aac3"
"func@0x14032375a","0","1075200","0","ntoskrnl.exe","func@0x14032375a","[Unknown]","0x14032375a"
"func@0x1402a83fe","0","0","0.5","ntoskrnl.exe","func@0x1402a83fe","[Unknown]","0x1402a83fe"
"func@0x1403e7e80","0","537600","0","ntoskrnl.exe","func@0x1403e7e80","[Unknown]","0x1403e7e80"
"func@0x140331eac","0","1075200","","ntoskrnl.exe","func@0x140331eac","[Unknown]","0x140331eac"
"func@0x1400069c0","0","537600","0","ntfs.sys","func@0x1400069c0","[Unknown]","0x1400069c0"
"func@0x1402a7fd8","0","537600","0","ntoskrnl.exe","func@0x1402a7fd8","[Unknown]","0x1402a7fd8"
"ExAcquireResourceExclusiveLite","0","537600","0.166667","ntoskrnl.exe","ExAcquireResourceExclusiveLite","[Unknown]","0x14022b760"
"func@0x1402f7a00","0","0","1","ntoskrnl.exe","func@0x1402f7a00","[Unknown]","0x1402f7a00"
"func@0x1402378ca","0","537600","0.0833333","ntoskrnl.exe","func@0x1402378ca","[Unknown]","0x1402378ca"
"func@0x14020944f","0","537600","0.25","ntoskrnl.exe","func@0x14020944f","[Unknown]","0x14020944f"
"ExReleaseSpinLockExclusive","0","537600","0","ntoskrnl.exe","ExReleaseSpinLockExclusive","[Unknown]","0x1402dc610"
"func@0x140308610","0","537600","0","ntoskrnl.exe","func@0x140308610","[Unknown]","0x140308610"
"func@0x140237200","0","0","0.5","ntoskrnl.exe","func@0x140237200","[Unknown]","0x140237200"
"FsRtlAddBaseMcbEntryEx","0","1075200","0.75","ntoskrnl.exe","FsRtlAddBaseMcbEntryEx","[Unknown]","0x1403b48c0"
"func@0x180008fb4","0","0","0.3","fltmgr.sys","func@0x180008fb4","[Unknown]","0x180008fb4"
"func@0x1403f7110","0","537600","","ntoskrnl.exe","func@0x1403f7110","[Unknown]","0x1403f7110"
"FsRtlReleaseHeaderMutex","0","537600","0","ntoskrnl.exe","FsRtlReleaseHeaderMutex","[Unknown]","0x1402bc4d0"
"func@0x1800092b0","0","537600","0","fltmgr.sys","func@0x1800092b0","[Unknown]","0x1800092b0"
"func@0x180010040","0","537600","0","fltmgr.sys","func@0x180010040","[Unknown]","0x180010040"
"CcCanIWrite","0","537600","0.5","ntoskrnl.exe","CcCanIWrite","[Unknown]","0x1404d4f50"
"func@0x18001bd40","0","0","1","fltmgr.sys","func@0x18001bd40","[Unknown]","0x18001bd40"
"func@0x14033d704","0","0","1","ntoskrnl.exe","func@0x14033d704","[Unknown]","0x14033d704"
"func@0x14013cb80","0","537600","0.0786164","ntfs.sys","func@0x14013cb80","[Unknown]","0x14013cb80"
"func@0x140222c10","0","0","0.5","ntoskrnl.exe","func@0x140222c10","[Unknown]","0x140222c10"
"func@0x1800094a0","0","0","0.375","fltmgr.sys","func@0x1800094a0","[Unknown]","0x1800094a0"
"func@0x1402230d0","0","537600","0.833333","ntoskrnl.exe","func@0x1402230d0","[Unknown]","0x1402230d0"
"func@0x1403f9057","0","0","0.5","ntoskrnl.exe","func@0x1403f9057","[Unknown]","0x1403f9057"
"func@0x18000d68e","0","0","0.166667","fltmgr.sys","func@0x18000d68e","[Unknown]","0x18000d68e"
"func@0x140006c72","0","537600","0","dxgmms2.sys","func@0x140006c72","[Unknown]","0x140006c72"
"func@0x140295350","0","0","0.166667","ntoskrnl.exe","func@0x140295350","[Unknown]","0x140295350"
"func@0x180024580","0","1075200","0","fltmgr.sys","func@0x180024580","[Unknown]","0x180024580"
"func@0x1402931e0","0","537600","0.25","ntoskrnl.exe","func@0x1402931e0","[Unknown]","0x1402931e0"
"func@0x140330d20","0","537600","0","ntoskrnl.exe","func@0x140330d20","[Unknown]","0x140330d20"
"func@0x1402534d8","0","0","0.5","ntoskrnl.exe","func@0x1402534d8","[Unknown]","0x1402534d8"
"func@0x1800092d6","0","1075200","0.25","fltmgr.sys","func@0x1800092d6","[Unknown]","0x1800092d6"
"func@0x14013c940","0","0","0.125","ntfs.sys","func@0x14013c940","[Unknown]","0x14013c940"
"func@0x140abd1d0","0","537600","0","ntoskrnl.exe","func@0x140abd1d0","[Unknown]","0x140abd1d0"
"func@0x14000be40","0","537600","","ntfs.sys","func@0x14000be40","[Unknown]","0x14000be40"
"func@0x180009542","0","1612800","0.277778","fltmgr.sys","func@0x180009542","[Unknown]","0x180009542"
"func@0x14000dc30","0","537600","0","dxgmms2.sys","func@0x14000dc30","[Unknown]","0x14000dc30"
"ExAllocatePool2","0","0","0.5","ntoskrnl.exe","ExAllocatePool2","[Unknown]","0x140b740f0"
"KeRcuReadLock","0","537600","0","ntoskrnl.exe","KeRcuReadLock","[Unknown]","0x14040f120"
"func@0x1403f6b80","0","537600","0","ntoskrnl.exe","func@0x1403f6b80","[Unknown]","0x1403f6b80"
"func@0x180039ce0","0","0","0.5","ntdll.dll","func@0x180039ce0","[Unknown]","0x180039ce0"
"func@0x1403151e0","0","0","0.5","ntoskrnl.exe","func@0x1403151e0","[Unknown]","0x1403151e0"
"FltGetEcpListFromCallbackData","0","537600","0","fltmgr.sys","FltGetEcpListFromCallbackData","[Unknown]","0x18005ebf0"
"func@0x1403f8dc0","0","537600","0","ntoskrnl.exe","func@0x1403f8dc0","[Unknown]","0x1403f8dc0"
"FsRtlGetNextBaseMcbEntry","0","537600","","ntoskrnl.exe","FsRtlGetNextBaseMcbEntry","[Unknown]","0x1404044f0"
"func@0x1800f15e0","0","537600","0","kernelbase.dll","func@0x1800f15e0","[Unknown]","0x1800f15e0"
"IoAllocateMdl","0","0","0.5","ntoskrnl.exe","IoAllocateMdl","[Unknown]","0x14025e9e0"
"stbi__build_huffman","0","537600","0","kip_sequential_soa_profile.exe","stbi__build_huffman(struct stbi__huffman *, int *)","stb_image.h","0x140020e60"
"func@0x140342a90","0","537600","0.25","ntoskrnl.exe","func@0x140342a90","[Unknown]","0x140342a90"
"func@0x1c0013500","0","0","0.5","fileinfo.sys","func@0x1c0013500","[Unknown]","0x1c0013500"
"func@0x1404e25d8","0","1612800","0.142857","ntoskrnl.exe","func@0x1404e25d8","[Unknown]","0x1404e25d8"
"CcPinMappedData","0","537600","","ntoskrnl.exe","CcPinMappedData","[Unknown]","0x1409ae800"
"func@0x14028f7f0","0","1075200","0.333333","ntoskrnl.exe","func@0x14028f7f0","[Unknown]","0x14028f7f0"
"func@0x14040edd0","0","537600","0","ntoskrnl.exe","func@0x14040edd0","[Unknown]","0x14040edd0"
"func@0x140229260","0","0","0.5","ntoskrnl.exe","func@0x140229260","[Unknown]","0x140229260"
"func@0x1c0001000","0","537600","0.25","fileinfo.sys","func@0x1c0001000","[Unknown]","0x1c0001000"
"func@0x140211530","0","537600","0","ntoskrnl.exe","func@0x140211530","[Unknown]","0x140211530"
"func@0x14032b9b0","0","537600","","ntoskrnl.exe","func@0x14032b9b0","[Unknown]","0x14032b9b0"
"func@0x1800360b0","0","537600","0","ntdll.dll","func@0x1800360b0","[Unknown]","0x1800360b0"
"func@0x14000b410","0","1612800","0.166667","ntfs.sys","func@0x14000b410","[Unknown]","0x14000b410"
"func@0x1403f13ad","0","0","0.5","ntoskrnl.exe","func@0x1403f13ad","[Unknown]","0x1403f13ad"
"func@0x14097659d","0","537600","0","ntoskrnl.exe","func@0x14097659d","[Unknown]","0x14097659d"
"func@0x140002cb0","0","0","0.5","intelppm.sys","func@0x140002cb0","[Unknown]","0x140002cb0"
"ReadFile","0","0","0.5","kernelbase.dll","ReadFile","[Unknown]","0x180022d10"
"func@0x180127280","0","537600","0","ntdll.dll","func@0x180127280","[Unknown]","0x180127280"
"func@0x1400424d0","0","0","0.25","storport.sys","func@0x1400424d0","[Unknown]","0x1400424d0"
"func@0x14040ee83","0","0","0.5","ntoskrnl.exe","func@0x14040ee83","[Unknown]","0x14040ee83"
