"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Stores Bound","Load Bound","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x1408a937f","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408a937f","[Unknown]","0x1408a937f"
"func@0x1408dc6bc","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1408dc6bc","[Unknown]","0x1408dc6bc"
"func@0x1402495e0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402495e0","[Unknown]","0x1402495e0"
"func@0x14029d750","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14029d750","[Unknown]","0x14029d750"
"func@0x140364d20","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140364d20","[Unknown]","0x140364d20"
"func@0x1408d9930","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1408d9930","[Unknown]","0x1408d9930"
"func@0x180082140","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atcuf64.dll","func@0x180082140","[Unknown]","0x180082140"
"func@0x140219700","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140219700","[Unknown]","0x140219700"
"func@0x1400112e0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","tcpip.sys","func@0x1400112e0","[Unknown]","0x1400112e0"
"func@0x1402a3950","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a3950","[Unknown]","0x1402a3950"
"func@0x140279f60","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140279f60","[Unknown]","0x140279f60"
"func@0x14044f401","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14044f401","[Unknown]","0x14044f401"
"func@0x1800181a0","0","268800","537600","0.5","","0","","0","0","0","0","0","0","0","","bdhkm64.dll","func@0x1800181a0","[Unknown]","0x1800181a0"
"func@0x1403cf984","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403cf984","[Unknown]","0x1403cf984"
"func@0x140331eac","0","0","537600","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140331eac","[Unknown]","0x140331eac"
"func@0x1402397c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402397c0","[Unknown]","0x1402397c0"
"func@0x1401060f0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","iastorvd.sys","func@0x1401060f0","[Unknown]","0x1401060f0"
"func@0x14040f380","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14040f380","[Unknown]","0x14040f380"
"func@0x140404580","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140404580","[Unknown]","0x140404580"
"func@0x1400080b0","0","806400","537600","1.5","0","0.1","0.9","0","0","0","0","0","0","0","","dxgmms2.sys","func@0x1400080b0","[Unknown]","0x1400080b0"
"func@0x14032214d","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14032214d","[Unknown]","0x14032214d"
"func@0x180010740","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bdhkm64.dll","func@0x180010740","[Unknown]","0x180010740"
"func@0x140041400","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","wdf01000.sys","func@0x140041400","[Unknown]","0x140041400"
"func@0x140315130","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140315130","[Unknown]","0x140315130"
"MmUnlockPages","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","MmUnlockPages","[Unknown]","0x14025ed20"
"func@0x140300a75","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140300a75","[Unknown]","0x140300a75"
"func@0x1400f7610","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","iastorvd.sys","func@0x1400f7610","[Unknown]","0x1400f7610"
"func@0x140016fe0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","iastorvd.sys","func@0x140016fe0","[Unknown]","0x140016fe0"
"KeEnterGuardedRegion","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeEnterGuardedRegion","[Unknown]","0x140415420"
"func@0x1402ff970","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402ff970","[Unknown]","0x1402ff970"
"func@0x1402c6d0d","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402c6d0d","[Unknown]","0x1402c6d0d"
"func@0x18009cf20","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atcuf64.dll","func@0x18009cf20","[Unknown]","0x18009cf20"
"func@0x14039e690","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14039e690","[Unknown]","0x14039e690"
"RtlGetNextExpiredTimerWheelEntry","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","netio.sys","RtlGetNextExpiredTimerWheelEntry","[Unknown]","0x140033d50"
"func@0x1400073b0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","bindflt.sys","func@0x1400073b0","[Unknown]","0x1400073b0"
"func@0x18001c080","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atcuf64.dll","func@0x18001c080","[Unknown]","0x18001c080"
"func@0x140012610","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x140012610","[Unknown]","0x140012610"
"func@0x140007010","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","bindflt.sys","func@0x140007010","[Unknown]","0x140007010"
"func@0x140033e58","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","netio.sys","func@0x140033e58","[Unknown]","0x140033e58"
"func@0x140251360","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140251360","[Unknown]","0x140251360"
"func@0x1800874e0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atcuf64.dll","func@0x1800874e0","[Unknown]","0x1800874e0"
"func@0x140919ef0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140919ef0","[Unknown]","0x140919ef0"
"func@0x1403448d4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403448d4","[Unknown]","0x1403448d4"
"func@0x140952140","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140952140","[Unknown]","0x140952140"
"func@0x1403ab5b2","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403ab5b2","[Unknown]","0x1403ab5b2"
"func@0x1403d8630","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403d8630","[Unknown]","0x1403d8630"
"func@0x140013d56","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","storport.sys","func@0x140013d56","[Unknown]","0x140013d56"
"func@0x1402989c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402989c0","[Unknown]","0x1402989c0"
"func@0x1402a1518","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a1518","[Unknown]","0x1402a1518"
"func@0x1402a6220","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a6220","[Unknown]","0x1402a6220"
"func@0x1402ca9c0","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402ca9c0","[Unknown]","0x1402ca9c0"
"EtwWriteEx","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","EtwWriteEx","[Unknown]","0x14027f420"
"func@0x1402fbb50","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402fbb50","[Unknown]","0x1402fbb50"
"func@0x1402bcaa0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402bcaa0","[Unknown]","0x1402bcaa0"
"func@0x1405e1000","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1405e1000","[Unknown]","0x1405e1000"
"func@0x14023ff60","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14023ff60","[Unknown]","0x14023ff60"
"func@0x140951765","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140951765","[Unknown]","0x140951765"
"KeAcquireInStackQueuedSpinLockAtDpcLevel","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","KeAcquireInStackQueuedSpinLockAtDpcLevel","[Unknown]","0x14034ef60"
"func@0x180081700","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atcuf64.dll","func@0x180081700","[Unknown]","0x180081700"
"func@0x1404085d1","0","268800","1075200","0.25","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1404085d1","[Unknown]","0x1404085d1"
"ExReleaseAutoExpandPushLockExclusive","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","ExReleaseAutoExpandPushLockExclusive","[Unknown]","0x140285130"
"func@0x18001ae00","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","atcuf64.dll","func@0x18001ae00","[Unknown]","0x18001ae00"
"func@0x14029229c","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14029229c","[Unknown]","0x14029229c"
"func@0x140216af0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140216af0","[Unknown]","0x140216af0"
"func@0x18002f1c0","0","537600","537600","1","0","0","1","0","0","0","0","0","0","0","","atcuf64.dll","func@0x18002f1c0","[Unknown]","0x18002f1c0"
"func@0x1405e0b90","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1405e0b90","[Unknown]","0x1405e0b90"
"func@0x1800a2a12","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atcuf64.dll","func@0x1800a2a12","[Unknown]","0x1800a2a12"
"func@0x140238ce0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140238ce0","[Unknown]","0x140238ce0"
"func@0x1406b75c0","0","0","537600","0","","0","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1406b75c0","[Unknown]","0x1406b75c0"
"func@0x180020ac0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atcuf64.dll","func@0x180020ac0","[Unknown]","0x180020ac0"
"KeInsertQueueApc","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeInsertQueueApc","[Unknown]","0x1402d4b30"
"func@0x180019da0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","atcuf64.dll","func@0x180019da0","[Unknown]","0x180019da0"
"func@0x180024690","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","atcuf64.dll","func@0x180024690","[Unknown]","0x180024690"
"func@0x14013cb80","0","537600","537600","1","","0","","0","0","0","0","0","0","0","","ntfs.sys","func@0x14013cb80","[Unknown]","0x14013cb80"
"func@0x180001500","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","symcryptk.dll","func@0x180001500","[Unknown]","0x180001500"
"func@0x140436978","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140436978","[Unknown]","0x140436978"
"func@0x14032e960","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14032e960","[Unknown]","0x14032e960"
"func@0x14000aee4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x14000aee4","[Unknown]","0x14000aee4"
"func@0x140292030","0","0","537600","0","","0","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140292030","[Unknown]","0x140292030"
"func@0x140212050","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140212050","[Unknown]","0x140212050"
"func@0x180001c20","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","symcryptk.dll","func@0x180001c20","[Unknown]","0x180001c20"
"func@0x1404365f0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1404365f0","[Unknown]","0x1404365f0"
"func@0x1402f6fe8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402f6fe8","[Unknown]","0x1402f6fe8"
"RtlRbRemoveNode","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","RtlRbRemoveNode","[Unknown]","0x14035b090"
"func@0x14022ac60","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14022ac60","[Unknown]","0x14022ac60"
"func@0x140233dd0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140233dd0","[Unknown]","0x140233dd0"
"func@0x140329620","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140329620","[Unknown]","0x140329620"
"func@0x1402d0460","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402d0460","[Unknown]","0x1402d0460"
"ObReferenceObjectByPointerWithTag","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","ObReferenceObjectByPointerWithTag","[Unknown]","0x14040b2a0"
"func@0x1405b2418","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1405b2418","[Unknown]","0x1405b2418"
"func@0x14044fa54","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14044fa54","[Unknown]","0x14044fa54"
"func@0x14032b9b0","0","268800","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14032b9b0","[Unknown]","0x14032b9b0"
"KeCountSetBitsAffinityEx","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","KeCountSetBitsAffinityEx","[Unknown]","0x1403ab190"
"func@0x14014751f","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","vlflt.sys","func@0x14014751f","[Unknown]","0x14014751f"
"func@0x140392c20","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140392c20","[Unknown]","0x140392c20"
"func@0x14041b940","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14041b940","[Unknown]","0x14041b940"
"func@0x140314cd0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140314cd0","[Unknown]","0x140314cd0"
"KeLowerIrql","0","0","0","0","","0","","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeLowerIrql","[Unknown]","0x1403f1c10"
"func@0x1800f52b8","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ucrtbase.dll","func@0x1800f52b8","[Unknown]","0x1800f52b8"
"func@0x140235d5a","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140235d5a","[Unknown]","0x140235d5a"
"func@0x140851550","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140851550","[Unknown]","0x140851550"
"func@0x1408a8730","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408a8730","[Unknown]","0x1408a8730"
"func@0x140437850","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140437850","[Unknown]","0x140437850"
"func@0x1402bb880","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402bb880","[Unknown]","0x1402bb880"
"func@0x1800081d0","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ucrtbase.dll","func@0x1800081d0","[Unknown]","0x1800081d0"
"func@0x18007fd70","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ucrtbase.dll","func@0x18007fd70","[Unknown]","0x18007fd70"
"func@0x140387fb8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140387fb8","[Unknown]","0x140387fb8"
"func@0x140176e60","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140176e60","[Unknown]","0x140176e60"
"func@0x18000df50","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ucrtbase.dll","func@0x18000df50","[Unknown]","0x18000df50"
"func@0x140047a60","0","0","0","0","0","","","0","0","0","0","0","0","0","0","vlflt.sys","func@0x140047a60","[Unknown]","0x140047a60"
"func@0x14002e030","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","vlflt.sys","func@0x14002e030","[Unknown]","0x14002e030"
"func@0x14032ba54","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14032ba54","[Unknown]","0x14032ba54"
"func@0x140144950","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","vlflt.sys","func@0x140144950","[Unknown]","0x140144950"
"func@0x1400178bc","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","dxgmms2.sys","func@0x1400178bc","[Unknown]","0x1400178bc"
"read","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ucrtbase.dll","read","[Unknown]","0x180007b70"
"FsRtlAcquireHeaderMutex","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","FsRtlAcquireHeaderMutex","[Unknown]","0x140312fd0"
"func@0x1400225b8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","dxgmms2.sys","func@0x1400225b8","[Unknown]","0x1400225b8"
"func@0x140308610","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140308610","[Unknown]","0x140308610"
"func@0x14034bf90","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14034bf90","[Unknown]","0x14034bf90"
"func@0x14043b578","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14043b578","[Unknown]","0x14043b578"
"func@0x1403cebba","0","0","0","0","0.2","0","0.8","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403cebba","[Unknown]","0x1403cebba"
"func@0x140283ead","0","1612800","1612800","1","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140283ead","[Unknown]","0x140283ead"
"SdbGetTagDataSize","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","apphelp.dll","SdbGetTagDataSize","[Unknown]","0x180007f30"
"func@0x140364b02","0","0","537600","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140364b02","[Unknown]","0x140364b02"
"func@0x140016010","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","vlflt.sys","func@0x140016010","[Unknown]","0x140016010"
"func@0x18001bea0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ucrtbase.dll","func@0x18001bea0","[Unknown]","0x18001bea0"
"func@0x1402416e0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402416e0","[Unknown]","0x1402416e0"
"func@0x140026aff","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","vlflt.sys","func@0x140026aff","[Unknown]","0x140026aff"
"func@0x1408a67f0","0","806400","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408a67f0","[Unknown]","0x1408a67f0"
"func@0x1402a2010","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a2010","[Unknown]","0x1402a2010"
"func@0x1402068e0","0","537600","1612800","0.333333","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402068e0","[Unknown]","0x1402068e0"
"func@0x18001d450","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ucrtbase.dll","func@0x18001d450","[Unknown]","0x18001d450"
"KeGetCurrentIrql","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeGetCurrentIrql","[Unknown]","0x140416cd0"
"func@0x1402843ce","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402843ce","[Unknown]","0x1402843ce"
"func@0x14013d0ea","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14013d0ea","[Unknown]","0x14013d0ea"
"func@0x140845a9d","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140845a9d","[Unknown]","0x140845a9d"
"func@0x140844f10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140844f10","[Unknown]","0x140844f10"
"func@0x18001d990","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ucrtbase.dll","func@0x18001d990","[Unknown]","0x18001d990"
"func@0x14041b490","0","268800","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14041b490","[Unknown]","0x14041b490"
