"Function / Call Stack","CPU Time","Clockticks","Instructions Retired","CPI Rate","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Retiring","Front-End Bound","Bad Speculation","Back-End Bound","Stores Bound","Load Bound","Average CPU Frequency","Module","Function (Full)","Source File","Start Address"
"func@0x14023bc24","0","537600","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14023bc24","[Unknown]","0x14023bc24"
"func@0x140355f50","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140355f50","[Unknown]","0x140355f50"
"func@0x140343048","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140343048","[Unknown]","0x140343048"
"func@0x1402a50c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a50c0","[Unknown]","0x1402a50c0"
"func@0x14033b770","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14033b770","[Unknown]","0x14033b770"
"func@0x1403091f7","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403091f7","[Unknown]","0x1403091f7"
"func@0x1402457c0","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402457c0","[Unknown]","0x1402457c0"
"func@0x1403cf7a0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403cf7a0","[Unknown]","0x1403cf7a0"
"func@0x1400129a0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x1400129a0","[Unknown]","0x1400129a0"
"func@0x14001a550","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","trufos.sys","func@0x14001a550","[Unknown]","0x14001a550"
"[ntdll.dll]","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","[ntdll.dll]","[Unknown]","0"
"func@0x140215eb0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140215eb0","[Unknown]","0x140215eb0"
"func@0x140031d80","0","0","0","0","0","","","0","0","0","0","0","0","0","0","dxgkrnl.sys","func@0x140031d80","[Unknown]","0x140031d80"
"func@0x1408964ee","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408964ee","[Unknown]","0x1408964ee"
"func@0x18002e680","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","cng.sys","func@0x18002e680","[Unknown]","0x18002e680"
"func@0x14004da10","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","vlflt.sys","func@0x14004da10","[Unknown]","0x14004da10"
"func@0x1400161c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","dxgkrnl.sys","func@0x1400161c0","[Unknown]","0x1400161c0"
"func@0x18003cef0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18003cef0","[Unknown]","0x18003cef0"
"func@0x14046c748","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14046c748","[Unknown]","0x14046c748"
"std::locale::_Init","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","msvcp140.dll","std::locale::_Init(bool)","[Unknown]","0x180016d20"
"func@0x140342b60","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140342b60","[Unknown]","0x140342b60"
"func@0x140333eb4","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140333eb4","[Unknown]","0x140333eb4"
"func@0x140879730","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140879730","[Unknown]","0x140879730"
"func@0x140240b14","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140240b14","[Unknown]","0x140240b14"
"func@0x1402ffdb7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402ffdb7","[Unknown]","0x1402ffdb7"
"func@0x18000c880","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x18000c880","[Unknown]","0x18000c880"
"func@0x1402b4bd0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402b4bd0","[Unknown]","0x1402b4bd0"
"func@0x140418672","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140418672","[Unknown]","0x140418672"
"KeWaitForMutexObject","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","KeWaitForMutexObject","[Unknown]","0x140313640"
"func@0x18000b220","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x18000b220","[Unknown]","0x18000b220"
"func@0x140b74210","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140b74210","[Unknown]","0x140b74210"
"func@0x1404465cc","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1404465cc","[Unknown]","0x1404465cc"
"func@0x1405b23c4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1405b23c4","[Unknown]","0x1405b23c4"
"func@0x1402736f0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402736f0","[Unknown]","0x1402736f0"
"func@0x1800d7287","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x1800d7287","[Unknown]","0x1800d7287"
"func@0x1403671a2","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403671a2","[Unknown]","0x1403671a2"
"func@0x14092c280","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14092c280","[Unknown]","0x14092c280"
"func@0x140275820","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140275820","[Unknown]","0x140275820"
"func@0x1403ab300","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403ab300","[Unknown]","0x1403ab300"
"func@0x1800969c0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","ntdll.dll","func@0x1800969c0","[Unknown]","0x1800969c0"
"func@0x18007aa5c","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","msvcrt.dll","func@0x18007aa5c","[Unknown]","0x18007aa5c"
"func@0x1800187b4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","msvcrt.dll","func@0x1800187b4","[Unknown]","0x1800187b4"
"func@0x14024068d","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14024068d","[Unknown]","0x14024068d"
"std::_Lockit::~_Lockit","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","msvcp140.dll","std::_Lockit::~_Lockit(void)","[Unknown]","0x180043550"
"func@0x1402bf3d0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402bf3d0","[Unknown]","0x1402bf3d0"
"func@0x1402fb450","0","537600","2150400","0.25","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402fb450","[Unknown]","0x1402fb450"
"func@0x1800094a0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x1800094a0","[Unknown]","0x1800094a0"
"func@0x1405c18d0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1405c18d0","[Unknown]","0x1405c18d0"
"func@0x1402c1ef4","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402c1ef4","[Unknown]","0x1402c1ef4"
"func@0x14029a128","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14029a128","[Unknown]","0x14029a128"
"func@0x140330d20","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140330d20","[Unknown]","0x140330d20"
"func@0x1402cb890","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402cb890","[Unknown]","0x1402cb890"
"std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Iput","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","msvcp140.dll","std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Iput(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,class std::ios_base & __ptr64,char,char * __ptr64,unsigned __int64)","[Unknown]","0x1800130c0"
"func@0x1800092b0","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x1800092b0","[Unknown]","0x1800092b0"
"func@0x14084aca0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14084aca0","[Unknown]","0x14084aca0"
"func@0x140952a80","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140952a80","[Unknown]","0x140952a80"
"func@0x180007960","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x180007960","[Unknown]","0x180007960"
"func@0x140329e30","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140329e30","[Unknown]","0x140329e30"
"func@0x1408bf1d2","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1408bf1d2","[Unknown]","0x1408bf1d2"
"func@0x1800c6fd8","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x1800c6fd8","[Unknown]","0x1800c6fd8"
"FltGetRequestorProcessIdEx","0","268800","1075200","0.25","","0","","0","0","0","0","0","0","0","","fltmgr.sys","FltGetRequestorProcessIdEx","[Unknown]","0x180012170"
"func@0x1402467b0","0","1344000","1075200","1.25","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402467b0","[Unknown]","0x1402467b0"
"func@0x1408491a0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1408491a0","[Unknown]","0x1408491a0"
"func@0x14027f970","0","1612800","2150400","0.75","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14027f970","[Unknown]","0x14027f970"
"func@0x140006d60","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140006d60","[Unknown]","0x140006d60"
"func@0x18005edd0","0","268800","0","","0","","","0","0","0","0","0","0","0","","fltmgr.sys","func@0x18005edd0","[Unknown]","0x18005edd0"
"func@0x1402c6b30","0","537600","537600","1","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402c6b30","[Unknown]","0x1402c6b30"
"RtlDowncaseUnicodeChar","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","RtlDowncaseUnicodeChar","[Unknown]","0x1409de190"
"IoGetTransactionParameterBlock","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","IoGetTransactionParameterBlock","[Unknown]","0x140409160"
"func@0x1800098b0","0","806400","1075200","0.75","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x1800098b0","[Unknown]","0x1800098b0"
"func@0x1402129c8","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402129c8","[Unknown]","0x1402129c8"
"func@0x1401470d0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1401470d0","[Unknown]","0x1401470d0"
"FltGetVolumeInstanceFromName","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","FltGetVolumeInstanceFromName","[Unknown]","0x1800624d0"
"FltSupportsStreamContexts","0","806400","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","FltSupportsStreamContexts","[Unknown]","0x180014370"
"func@0x14022b530","0","268800","537600","0.5","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14022b530","[Unknown]","0x14022b530"
"func@0x140916440","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140916440","[Unknown]","0x140916440"
"func@0x1402a06c0","0","0","1075200","0","0","0","","","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1402a06c0","[Unknown]","0x1402a06c0"
"func@0x140bbb2c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140bbb2c0","[Unknown]","0x140bbb2c0"
"func@0x14030cb00","0","1075200","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14030cb00","[Unknown]","0x14030cb00"
"SeAccessCheckWithHint","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","SeAccessCheckWithHint","[Unknown]","0x1403995b0"
"func@0x1400103a0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x1400103a0","[Unknown]","0x1400103a0"
"func@0x140221a80","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140221a80","[Unknown]","0x140221a80"
"RtlImageNtHeaderEx","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","RtlImageNtHeaderEx","[Unknown]","0x18006ecd0"
"func@0x1403d3290","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403d3290","[Unknown]","0x1403d3290"
"func@0x14024a552","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14024a552","[Unknown]","0x14024a552"
"func@0x140182840","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140182840","[Unknown]","0x140182840"
"func@0x180003f56","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x180003f56","[Unknown]","0x180003f56"
"func@0x1403635c0","0","806400","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403635c0","[Unknown]","0x1403635c0"
"func@0x1401564d9","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1401564d9","[Unknown]","0x1401564d9"
"func@0x1400127c0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1400127c0","[Unknown]","0x1400127c0"
"func@0x140343da0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x140343da0","[Unknown]","0x140343da0"
"func@0x1402a6250","0","1075200","1075200","1","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402a6250","[Unknown]","0x1402a6250"
"func@0x1403c8300","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1403c8300","[Unknown]","0x1403c8300"
"KeFindFirstSetRightAffinityEx","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","KeFindFirstSetRightAffinityEx","[Unknown]","0x1403205f0"
"func@0x1800104a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x1800104a0","[Unknown]","0x1800104a0"
"func@0x14043f70c","0","0","2688000","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14043f70c","[Unknown]","0x14043f70c"
"func@0x180065c00","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x180065c00","[Unknown]","0x180065c00"
"func@0x140418650","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x140418650","[Unknown]","0x140418650"
"func@0x1400163c0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x1400163c0","[Unknown]","0x1400163c0"
"func@0x140133510","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140133510","[Unknown]","0x140133510"
"func@0x1405df2d4","0","0","1612800","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1405df2d4","[Unknown]","0x1405df2d4"
"func@0x1400100a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1400100a0","[Unknown]","0x1400100a0"
"func@0x180009890","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x180009890","[Unknown]","0x180009890"
"func@0x18001735a","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x18001735a","[Unknown]","0x18001735a"
"func@0x180058450","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x180058450","[Unknown]","0x180058450"
"func@0x1401c48fa","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1401c48fa","[Unknown]","0x1401c48fa"
"func@0x14020cf20","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14020cf20","[Unknown]","0x14020cf20"
"func@0x18001bd40","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x18001bd40","[Unknown]","0x18001bd40"
"func@0x1405db840","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1405db840","[Unknown]","0x1405db840"
"func@0x1402fdfc0","0","1344000","0","","0","","","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x1402fdfc0","[Unknown]","0x1402fdfc0"
"func@0x14013cc70","0","268800","0","","0","","","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x14013cc70","[Unknown]","0x14013cc70"
"func@0x140021a60","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140021a60","[Unknown]","0x140021a60"
"func@0x14016b3b0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14016b3b0","[Unknown]","0x14016b3b0"
"func@0x140317ba0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x140317ba0","[Unknown]","0x140317ba0"
"FltLockUserBuffer","0","0","0","0","0","","","0","0","0","0","0","0","0","0","fltmgr.sys","FltLockUserBuffer","[Unknown]","0x180017210"
"func@0x140216480","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140216480","[Unknown]","0x140216480"
"func@0x1403e12ab","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403e12ab","[Unknown]","0x1403e12ab"
"ExAcquirePushLockExclusiveEx","0","1344000","537600","2.5","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","ExAcquirePushLockExclusiveEx","[Unknown]","0x140314960"
"func@0x180009500","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x180009500","[Unknown]","0x180009500"
"FltReferenceContext","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","FltReferenceContext","[Unknown]","0x180016330"
"func@0x140021527","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140021527","[Unknown]","0x140021527"
"func@0x14041bab0","0","268800","3763200","0.0714286","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14041bab0","[Unknown]","0x14041bab0"
"func@0x180005e50","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x180005e50","[Unknown]","0x180005e50"
"func@0x14016b410","0","0","0","0","0","","","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14016b410","[Unknown]","0x14016b410"
"func@0x140318a40","0","0","0","0","0","","","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x140318a40","[Unknown]","0x140318a40"
"func@0x1402b5bd0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x1402b5bd0","[Unknown]","0x1402b5bd0"
"CcCopyReadEx","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","CcCopyReadEx","[Unknown]","0x1404d5420"
"func@0x140045270","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140045270","[Unknown]","0x140045270"
"func@0x1402b7ed0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x1402b7ed0","[Unknown]","0x1402b7ed0"
"func@0x180025e48","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","fltmgr.sys","func@0x180025e48","[Unknown]","0x180025e48"
"func@0x18000ebc9","0","268800","0","","0","","","0","0","0","0","0","0","0","","fltmgr.sys","func@0x18000ebc9","[Unknown]","0x18000ebc9"
"func@0x1402174b0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x1402174b0","[Unknown]","0x1402174b0"
"func@0x140037ed0","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140037ed0","[Unknown]","0x140037ed0"
"func@0x180016b50","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x180016b50","[Unknown]","0x180016b50"
"func@0x18000f48e","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","fltmgr.sys","func@0x18000f48e","[Unknown]","0x18000f48e"
"func@0x1400563b0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x1400563b0","[Unknown]","0x1400563b0"
"func@0x180091dd0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","ntdll.dll","func@0x180091dd0","[Unknown]","0x180091dd0"
"func@0x18000e0b2","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x18000e0b2","[Unknown]","0x18000e0b2"
"func@0x14021ca20","0","0","0","0","0","","","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14021ca20","[Unknown]","0x14021ca20"
"func@0x140037450","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140037450","[Unknown]","0x140037450"
"func@0x14000be40","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x14000be40","[Unknown]","0x14000be40"
"func@0x140055140","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x140055140","[Unknown]","0x140055140"
"func@0x14028621c","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14028621c","[Unknown]","0x14028621c"
"func@0x14030b490","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14030b490","[Unknown]","0x14030b490"
"func@0x140140cf6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntfs.sys","func@0x140140cf6","[Unknown]","0x140140cf6"
"func@0x14001f52b","0","268800","0","","0","","","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x14001f52b","[Unknown]","0x14001f52b"
"func@0x14035b49c","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14035b49c","[Unknown]","0x14035b49c"
"func@0x1800554a0","0","806400","1075200","0.75","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","func@0x1800554a0","[Unknown]","0x1800554a0"
"func@0x14004ad80","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14004ad80","[Unknown]","0x14004ad80"
"func@0x1800cdd80","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x1800cdd80","[Unknown]","0x1800cdd80"
"func@0x140223e40","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x140223e40","[Unknown]","0x140223e40"
"func@0x14020c165","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","func@0x14020c165","[Unknown]","0x14020c165"
"func@0x1401aea20","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x1401aea20","[Unknown]","0x1401aea20"
"func@0x140018f80","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140018f80","[Unknown]","0x140018f80"
"func@0x140196000","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140196000","[Unknown]","0x140196000"
"func@0x1404de0cc","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404de0cc","[Unknown]","0x1404de0cc"
"func@0x140180050","0","0","0","0","0","","","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x140180050","[Unknown]","0x140180050"
"func@0x14031bf10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x14031bf10","[Unknown]","0x14031bf10"
"func@0x1401f7a80","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x1401f7a80","[Unknown]","0x1401f7a80"
"func@0x1403e2f90","0","0","0","0","0","","","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403e2f90","[Unknown]","0x1403e2f90"
"func@0x140038bf0","0","268800","537600","0.5","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140038bf0","[Unknown]","0x140038bf0"
"func@0x140157aa0","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140157aa0","[Unknown]","0x140157aa0"
"func@0x1402162a0","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x1402162a0","[Unknown]","0x1402162a0"
"RtlTryEnterCriticalSection","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","RtlTryEnterCriticalSection","[Unknown]","0x1800a09e0"
"func@0x14016b5c0","0","537600","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x14016b5c0","[Unknown]","0x14016b5c0"
"func@0x140178c80","0","0","0","0","0","","","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x140178c80","[Unknown]","0x140178c80"
"func@0x14016b340","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x14016b340","[Unknown]","0x14016b340"
"func@0x1404fef28","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1404fef28","[Unknown]","0x1404fef28"
"func@0x14009cb40","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x14009cb40","[Unknown]","0x14009cb40"
"memcmp","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntdll.dll","memcmp","[Unknown]","0x180165d90"
"func@0x14001cb10","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x14001cb10","[Unknown]","0x14001cb10"
"func@0x1402a8f30","0","0","537600","0","0","0","1","0","0","0","0","0","0","0","0","igdkmdn64.sys","func@0x1402a8f30","[Unknown]","0x1402a8f30"
"func@0x140483480","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","igdkmdn64.sys","func@0x140483480","[Unknown]","0x140483480"
"func@0x140033950","0","806400","0","","0","0","1","0","0","0","0","0","0","0","","ntfs.sys","func@0x140033950","[Unknown]","0x140033950"
"func@0x180070c20","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x180070c20","[Unknown]","0x180070c20"
"func@0x1403d9b40","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntoskrnl.exe","func@0x1403d9b40","[Unknown]","0x1403d9b40"
"func@0x180134a34","0","0","1075200","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x180134a34","[Unknown]","0x180134a34"
"NtSetInformationProcess","0","268800","0","","0","0","1","0","0","0","0","0","0","0","","ntoskrnl.exe","NtSetInformationProcess","[Unknown]","0x1408ec6f0"
"func@0x18000dd00","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","ntdll.dll","func@0x18000dd00","[Unknown]","0x18000dd00"
